id,title,agoda_accommodation_ids,high_rating_accommodation_names
AVDqgQ3kNSkethNa2P,Great North Run,"nan,nan,nan,nan,nan,nan","Clarion Hotel Newcastle South,Premier Inn South Shields Port Of Tyne hotel,Premier Inn North Shields (Ferry Terminal) hotel,Mercure Newcastle George Washington Hotel Golf & Spa,Dorset Arms Hotel,The Red Lion Inn"
8sqwGBEBNLJRT28Jpe,IleSoniq Music Festival,"nan,2452957.0,nan,nan,nan,4580.0,nan,nan,6359014.0,nan,6950074.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2452957.0,nan,4580.0,nan,nan,6359014.0,nan,6950074.0,nan,nan,nan,nan,nan,nan,2452957.0,4580.0,nan,nan,6359014.0,nan,6950074.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4580.0,nan,nan,nan,nan,2452957.0,6359014.0,nan,nan,nan,nan,nan,nan,nan,nan,2452957.0,nan,nan,nan,nan,6359014.0,nan,6950074.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","Hôtel Zéro1,Hotel Place d'Armes,Hôtel Le Dauphin Montréal Centre-Ville,InterContinental Montreal, an IHG Hotel,Delta Hotels Montreal,Le Centre Sheraton Montreal Hotel,Warwick Le Crystal,Novotel Montreal Centre,Fairmont The Queen Elizabeth,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Hotel 2170 Lincoln,Hotel Place d'Armes,Hôtel Zéro1,Hôtel Le Dauphin Montréal Centre-Ville,InterContinental Montreal, an IHG Hotel,Delta Hotels Montreal,Fairmont The Queen Elizabeth,Le Centre Sheraton Montreal Hotel,Warwick Le Crystal,Novotel Montreal Centre,St Paul hotel,Samesun Montreal Central,Courtyard Montreal Downtown,Le St-Martin Montreal Hotel Particulier,Montreal Marriott Chateau Champlain,Hôtel Zéro1,Delta Hotels Montreal,Hôtel Le Dauphin Montréal Centre-Ville,Hotel Place d'Armes,InterContinental Montreal, an IHG Hotel,Le Centre Sheraton Montreal Hotel,Novotel Montreal Centre,Warwick Le Crystal,Fairmont The Queen Elizabeth,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Hotel 2170 Lincoln,Delta Hotels Montreal,Hôtel Le Dauphin Montréal Centre-Ville,Hôtel Zéro1,InterContinental Montreal, an IHG Hotel,Hotel Place d'Armes,Le Centre Sheraton Montreal Hotel,Novotel Montreal Centre,Warwick Le Crystal,Fairmont The Queen Elizabeth,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Hotel 2170 Lincoln,Auberge de La Fontaine,Kutuma Hotel & Suites,Hotel Terrasse Royale,Hôtel de l'ITHQ,Auberge du Plateau,Hotel Manoir Sherbrooke,Auberge Chez Jean,Hotel Place d'Armes,Hôtel Zéro1,InterContinental Montreal, an IHG Hotel,Hôtel Le Dauphin Montréal Centre-Ville,Delta Hotels Montreal,Fairmont The Queen Elizabeth,Le Centre Sheraton Montreal Hotel,Warwick Le Crystal,Novotel Montreal Centre,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Courtyard Montreal Downtown,Montreal Marriott Chateau Champlain,Hotel Place d'Armes,Hôtel Zéro1,InterContinental Montreal, an IHG Hotel,Hôtel Le Dauphin Montréal Centre-Ville,Delta Hotels Montreal,Fairmont The Queen Elizabeth,Le Centre Sheraton Montreal Hotel,Warwick Le Crystal,Novotel Montreal Centre,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Courtyard Montreal Downtown,Montreal Marriott Chateau Champlain,Novotel Montreal Centre,Warwick Le Crystal,Le Centre Sheraton Montreal Hotel,Delta Hotels Montreal,Hôtel Le Dauphin Montréal Centre-Ville,InterContinental Montreal, an IHG Hotel,Hôtel Zéro1,Hotel Place d'Armes,Fairmont The Queen Elizabeth,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Hotel 2170 Lincoln,Courtyard Montreal Downtown,Delta Hotels Montreal,Hôtel Zéro1,Hôtel Le Dauphin Montréal Centre-Ville,Hotel Place d'Armes,InterContinental Montreal, an IHG Hotel,Le Centre Sheraton Montreal Hotel,Novotel Montreal Centre,Warwick Le Crystal,Fairmont The Queen Elizabeth,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Hotel 2170 Lincoln,Hotel Place d'Armes,Hôtel Zéro1,InterContinental Montreal, an IHG Hotel,Hôtel Le Dauphin Montréal Centre-Ville,Delta Hotels Montreal,Fairmont The Queen Elizabeth,Le Centre Sheraton Montreal Hotel,Warwick Le Crystal,Novotel Montreal Centre,St Paul hotel,Samesun Montreal Central,Le St-Martin Montreal Hotel Particulier,Courtyard Montreal Downtown,Montreal Marriott Chateau Champlain"
qifHruHZLBBEQwkgpE,Betfred British Masters hosted by Sir Nick Faldo,"306869.0,nan,nan,nan,nan,nan,nan","The Belfry Hotel & Resort,New Hall Hotel & Spa,Digby Hotel,Kingsbury Waterpark Camping and Caravanning Club,Marston Caravan & Camping Park,Dog & Doublet Inn,Cuttle Bridge Inn"
DpbgVGxm3LE6wqR8AY,Victorious Festival,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","The George Hotel,Holiday Inn Express Portsmouth - Gunwharf Quays, an IHG Hotel,Seacrest Hotel,Premier Inn Southsea,The Duke Of Buckingham,Holiday Inn Portsmouth, an IHG Hotel,The Queens Hotel Portsmouth,Keppel's Head Hotel,G! Boutique Hotel,Royal Maritime Hotel,Florence House Boutique Hotel,Ashby’s Accommodation and Spa,Stattons Boutique Hotel"
G4T2K9924WjVa4ExA7,Bludfest,"nan,nan,13836141.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2415233.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","Holiday Inn Milton Keynes,Mercure Milton Keynes Hotel,Leonardo Hotel Milton Keynes,Novotel Milton Keynes,Premier Inn Milton Keynes Central (Xscape) hotel,Holiday Inn Express Milton Keynes, an IHG Hotel,Broughton Hotel,DoubleTree by Hilton Milton Keynes,Peartree Lodge Waterside,Kents Hill Park Training and Conference Centre,Holiday Inn Milton Keynes East M1, JCT.14, an IHG Hotel,Premier Inn Milton Keynes South hotel,Adventurer's Village Milton Keynes,Holiday Inn Milton Keynes,Leonardo Hotel Milton Keynes,Mercure Milton Keynes Hotel,Premier Inn Milton Keynes Central (Xscape) hotel,Novotel Milton Keynes,DoubleTree by Hilton Milton Keynes,Premier Inn Milton Keynes South hotel,Peartree Lodge Waterside,Kents Hill Park Training and Conference Centre,Holiday Inn Express Milton Keynes, an IHG Hotel,Adventurer's Village Milton Keynes,Holiday Inn Milton Keynes,Leonardo Hotel Milton Keynes,Mercure Milton Keynes Hotel,Premier Inn Milton Keynes Central (Xscape) hotel,Novotel Milton Keynes,DoubleTree by Hilton Milton Keynes,Premier Inn Milton Keynes South hotel,Peartree Lodge Waterside,Kents Hill Park Training and Conference Centre,Holiday Inn Express Milton Keynes, an IHG Hotel,Adventurer's Village Milton Keynes,Holiday Inn Milton Keynes,Leonardo Hotel Milton Keynes,Mercure Milton Keynes Hotel,Premier Inn Milton Keynes Central (Xscape) hotel,Novotel Milton Keynes,DoubleTree by Hilton Milton Keynes,Premier Inn Milton Keynes South hotel,Peartree Lodge Waterside,Kents Hill Park Training and Conference Centre,Holiday Inn Express Milton Keynes, an IHG Hotel,Adventurer's Village Milton Keynes"
5AuWYMDM8Edq7CSxfR,"Kenny Chesney with Zac Brown Band, Megan Moroney, and Uncle Kracker","284117.0,2463214.0,546951.0,176139.0,2457735.0,171125.0,nan,831854.0,80481.0,208177.0,nan,nan,nan,nan,nan,nan,nan,2455966.0,nan,2448916.0,nan,nan,80481.0,208177.0,nan,nan,nan,nan,nan,nan,nan,2455966.0,nan,2448916.0,nan,nan,80481.0,208177.0,nan,nan,nan,nan,nan,nan,nan,2455966.0,nan,2448916.0,nan,nan","Royalton New York,Fairfield Inn & Suites New York Manhattan/Times Square,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,Four Points by Sheraton Midtown - Times Square,Courtyard New York Manhattan/Times Square West,Ink 48 Hotel,InterContinental New York Times Square, an IHG Hotel,The Westin New York at Times Square,Hampton Inn Carlstadt-At The Meadowlands,Meadowlands Plaza Hotel,Holiday Inn Express & Suites Meadowlands Area, an IHG Hotel,Homewood Suites by Hilton East Rutherford - Meadowlands, NJ,Courtyard Lyndhurst Meadowlands,Best Western Plus Meadowlands,Courtyard Secaucus Meadowlands,Hilton Garden Inn Secaucus/Meadowlands,Candlewood Suites Secaucus - Meadowlands, an IHG Hotel,Residence Inn East Rutherford Meadowlands,Extended Stay America - Secaucus - Meadowlands,Fairfield Inn East Rutherford Meadowlands,Renaissance Meadowlands Hotel,Hyatt Place Secaucus/Meadowlands,Hampton Inn Carlstadt-At The Meadowlands,Meadowlands Plaza Hotel,Holiday Inn Express & Suites Meadowlands Area, an IHG Hotel,Homewood Suites by Hilton East Rutherford - Meadowlands, NJ,Courtyard Lyndhurst Meadowlands,Best Western Plus Meadowlands,Courtyard Secaucus Meadowlands,Hilton Garden Inn Secaucus/Meadowlands,Candlewood Suites Secaucus - Meadowlands, an IHG Hotel,Residence Inn East Rutherford Meadowlands,Extended Stay America - Secaucus - Meadowlands,Fairfield Inn East Rutherford Meadowlands,Renaissance Meadowlands Hotel,Hyatt Place Secaucus/Meadowlands,Hampton Inn Carlstadt-At The Meadowlands,Meadowlands Plaza Hotel,Holiday Inn Express & Suites Meadowlands Area, an IHG Hotel,Homewood Suites by Hilton East Rutherford - Meadowlands, NJ,Courtyard Lyndhurst Meadowlands,Best Western Plus Meadowlands,Courtyard Secaucus Meadowlands,Hilton Garden Inn Secaucus/Meadowlands,Candlewood Suites Secaucus - Meadowlands, an IHG Hotel,Residence Inn East Rutherford Meadowlands,Extended Stay America - Secaucus - Meadowlands,Fairfield Inn East Rutherford Meadowlands,Renaissance Meadowlands Hotel,Hyatt Place Secaucus/Meadowlands"
5AddGKBhUiZu3hoJHA,HOMEDEC Kuala Lumpur,"nan,411977.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,289294.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,411977.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,289294.0,nan,nan,411977.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,289294.0,nan,nan,91700.0,10418.0,69231.0,10403.0,nan,47790.0,nan,337419.0,nan,nan,10412.0,nan,nan,63303.0","Le Méridien Kuala Lumpur,Aloft Kuala Lumpur Sentral,Eastin Hotel Kuala Lumpur,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Hilton Petaling Jaya,Hotel Armada Petaling Jaya,St. Giles Boulevard Hotel,Berjaya Times Square Hotel, Kuala Lumpur,Hilton Kuala Lumpur,Cojoy Hotel @ Chinatown,Furama Bukit Bintang (GRACE HUB SDN. BHD. [929158-K]),Lotus Hotel Masjid India,Wyndham Grand Bangsar Kuala Lumpur,The Nomad Serviced Residences Bangsar,Sheraton Imperial Kuala Lumpur Hotel,The Westin Kuala Lumpur,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Impiana KLCC Hotel,Dorsett Kuala Lumpur,Berjaya Times Square Hotel, Kuala Lumpur,Grand Hyatt Kuala Lumpur,Le Méridien Kuala Lumpur,Prescott Hotel Kuala Lumpur Medan Tuanku,JW Marriott Hotel Kuala Lumpur,MiCasa All Suites Hotel,Aloft Kuala Lumpur Sentral,SuCasa Hotel Apartments,Premiera Hotel,Furama Bukit Bintang (GRACE HUB SDN. BHD. [929158-K]),Sheraton Imperial Kuala Lumpur Hotel,Prescott Hotel Kuala Lumpur Medan Tuanku,Premiera Hotel,Lotus Hotel Masjid India,Sunway Putra Hotel,K Hotel,Seri Pacific Hotel Kuala Lumpur,Damas Suites & Residences,Renaissance Kuala Lumpur Hotel & Convention Centre,Le Méridien Kuala Lumpur,Aloft Kuala Lumpur Sentral,Eastin Hotel Kuala Lumpur,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Hilton Petaling Jaya,Hotel Armada Petaling Jaya,St. Giles Boulevard Hotel,Berjaya Times Square Hotel, Kuala Lumpur,Hilton Kuala Lumpur,Cojoy Hotel @ Chinatown,Furama Bukit Bintang (GRACE HUB SDN. BHD. [929158-K]),Lotus Hotel Masjid India,Wyndham Grand Bangsar Kuala Lumpur,The Nomad Serviced Residences Bangsar,Le Méridien Kuala Lumpur,Aloft Kuala Lumpur Sentral,Eastin Hotel Kuala Lumpur,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Hilton Petaling Jaya,Hotel Armada Petaling Jaya,St. Giles Boulevard Hotel,Berjaya Times Square Hotel, Kuala Lumpur,Hilton Kuala Lumpur,Cojoy Hotel @ Chinatown,Furama Bukit Bintang (GRACE HUB SDN. BHD. [929158-K]),Lotus Hotel Masjid India,Wyndham Grand Bangsar Kuala Lumpur,The Nomad Serviced Residences Bangsar,Sheraton Imperial Kuala Lumpur Hotel,The Westin Kuala Lumpur,Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Impiana KLCC Hotel,Dorsett Kuala Lumpur,SuCasa Hotel Apartments,Berjaya Times Square Hotel, Kuala Lumpur,Le Méridien Kuala Lumpur,Grand Hyatt Kuala Lumpur,MiCasa All Suites Hotel,Aloft Kuala Lumpur Sentral,JW Marriott Hotel Kuala Lumpur,Furama Bukit Bintang (GRACE HUB SDN. BHD. [929158-K]),Prescott Hotel Kuala Lumpur Medan Tuanku,Holiday Place Kuala Lumpur"
AEfzSXVCCUaEu5Gtox,The Big Feastival,"nan,nan,nan,nan","The Kings Head Inn,The Feathered Nest Country Inn,The Wild Rabbit,Merriscourt"
Go2tm2u5Kou7gr8AhN,Les Plages Électroniques,"nan,nan,nan,nan,99416.0,nan,nan,nan,nan,nan,nan,nan","Hotel Barrière Le Majestic Cannes,Hotel Canberra (le),Hôtel Croisette Beach Cannes - MGallery,Hôtel Château de la Tour,JW Marriott Cannes,Hôtel Cézanne et Spa,Hôtel Renoir,Hôtel Cannes Centre Univers,Hôtel Montaigne & Spa,Hôtel Splendid Cannes,Hôtel La Villa Cannes,Hôtel La Villa Tosca"
6zPPghaTo5BoL6KuWh,Moto2 2024 - Gran Premio di San Marino 2024 - Race,"nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan","Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica"
7L8rjVYgseG2WaQqKQ,FIM Enel MotoE World Cup - Gran Premio Red Bull di San Marino e della Riviera di Rimini,"nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174799.0,nan,nan,nan,nan,nan,nan,nan,nan,nan","Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica,Hotel Helios,Hotel Baltic,Hotel Antares,Hotel Panorama,Riviera Golf Resort,Waldorf Palace Hotel,Hotel Ascot Riccione,Hotel Corallo,Hotel Sarti,Hotel President,Hotel Ines,Hotel Diamond,Ferretti Hotel Kursaal,Hotel Acapulco Cattolica"
